ID,title,actual_duration,status,study_type,observational_study_model,target_duration,sampling_method,fda_regulated_drug,fda_regulated_device,enrollment_count
20-458,Developing New Educational Materials About Genetic Testing for a Diverse Group of Cancer Patients,3.7095890410958905,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,625
M20COM,The Prospective Observational COMPRAYA Cohort Study,13.961643835616439,Recruiting,Observational,Cohort,10 Years,Non-Probability Sample,No,No,4000
S1714,Treatment Effects on Development of Chemotherapy-Induced Peripheral Neuropathy in Patients With Cancer,7.002739726027397,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,,,1336
2020/2706,Impact of Measures Taken to Contain COVID-19 on Hospital Surgical Care Services and Clinical Outcomes,0.663013698630137,Completed,Observational,Cohort,,Probability Sample,No,No,11000
Pro00077309,Prevent Cancer- Greenville,11.008219178082191,Recruiting,Observational,Ecologic or Community,,Non-Probability Sample,No,No,1000
105909,Influence of Chemotherapy on Postural Control in Women With Cancer,2.232876712328767,Recruiting,Observational,Cohort,,Probability Sample,No,No,31
19ON033,Vibrational Spectroscopy for Endometrial Cancer Diagnosis,4.789041095890411,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,150
Parameters of resistence,Parameters Declaring PCO Infertile Patients Either Sensitive or Resistant to Different Doses of Clomiphene Citrate.,1.1616438356164382,Recruiting,Observational,Cohort,3 Months,Probability Sample,No,No,100
NCI-2018-01375,"Genetic Analysis of Blood and Tissue Samples From Patients With Advanced Cancer, Moonshot Study",4.0630136986301375,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,150
A212102,Collecting Blood Samples From Patients With and Without Cancer to Evaluate Tests for Early Cancer Detection,2.506849315068493,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,2000
IRB00058758,Paclitaxel Therapeutic Drug Monitoring in Cancer Patients,4.057534246575343,Recruiting,Observational,Cohort,,Probability Sample,No,No,20
2019-0239,Factors Influencing Cascade Testing Among Women With Hereditary Gynecological Cancers and Their Relatives,3.3643835616438356,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,320
180043,Generation of Cancer Antigen-Specific T-cells From Human Induced Pluripotent Stem Cells (iPSC) for Research and Potential FutureTherapy,1.6657534246575343,Terminated,Observational,Cohort,,Non-Probability Sample,No,No,98
INT 48/21,Quantifying Systemic Immunosuppression to Personalize Cancer Therapy,2.1890410958904107,Recruiting,Observational,Case-Control,,Probability Sample,No,No,1000
DV001,The Effect of Androgen Receptor Polymorphism on Endometrial Cancer,2.0027397260273974,Not yet recruiting,Observational,Cohort,,Probability Sample,No,No,150
IIBSP-ECV-2019-103,Study of Quality of Life Post Salpingo-oophorectomy in BRCA1/2 & PALB2 Mutation Carriers (BRCA-HRT),3.5561643835616437,Recruiting,Observational,Case-Control,,Non-Probability Sample,,,45
Adela-EDMRD-001,cfDNA Assay Prospective Observational Validation for Early Cancer Detection and Minimal Residual Disease,4.583561643835616,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,7000
Pro9646,Microvascular Function in Patients Undergoing 5-Fluorouracil Chemotherapy,2.936986301369863,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,106
INT156-19,Gender Difference in sidE eFfects of ImmuNotherapy: a Possible Clue to Optimize cancEr tReatment,2.6794520547945204,Completed,Observational,Cohort,,Non-Probability Sample,No,No,247
02-MX-003,ORACLE: Observation of ResiduAl Cancer With Liquid Biopsy Evaluation,6.405479452054794,Recruiting,Observational,Cohort,,Probability Sample,No,No,1000
09.2018.466,Reliability of Subcutaneous Echogenicity (SEG) Grade and Subcutaneous Echo-free Space (SEFS) Grade,0.1178082191780822,Completed,Observational,Other,,Probability Sample,No,No,50
IB2022-02,Cancer Risk Assessment in Patients With a Constitutional Alteration of the PTEN Gene,24.915068493150685,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,430
0S-17-4,"Nutritional Preferences and Product Accessibility in Oral Nutritional Supplements in Participants With Breast, Colorectal, Upper Gastrointestinal, or Prostate Cancer",2.071232876712329,Withdrawn,Observational,Case-Only,,Non-Probability Sample,No,No,0
AS-IRB-BM-17056,Taiwan Cancer Moonshot Project,13.865753424657534,Recruiting,Observational,Cohort,4 Years,Probability Sample,No,No,4190
2020-3,Experiment on the Use of Innovative Computer Vision Technologies for Analysis of Medical Images in the Moscow Healthcare System,3.8630136986301373,Recruiting,Observational,Case-Crossover,,Non-Probability Sample,No,No,133000
SYNERGY-AI,SYNERGY-AI: Artificial Intelligence Based Precision Oncology Clinical Trial Matching and Registry,7.419178082191781,Recruiting,Observational,Cohort,36 Months,Non-Probability Sample,No,No,50000
Cancer Genetic Counseling.PSI,Assessment Psychological Distress for Cancer Heredity Test,3.252054794520548,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,800
11190071,Multimodal Assesment of Acute Cardiac Toxicity Induced by Thoracic Radiotherapy in Cancer Patients,3.8109589041095897,"Active, not recruiting",Observational,Cohort,3 Months,Non-Probability Sample,No,No,60
TRV-003,Mass Response of Malignant Fluid Cells as a Biomarker for Rapid Therapy Guidance,3.964383561643836,Recruiting,Observational,Cohort,,Probability Sample,No,No,200
HSP70CTC,Heat Shock Protein (HSP) 70 to Quantify and Characterize Circulating Tumor Cells,1.2,Recruiting,Observational,Cohort,3 Months,Probability Sample,No,No,120
7101,Womens Knowledges About Gynaecological Aftercare,1.0000000000000002,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,100
MOHCCN-O,Marathon of Hope Cancer Centres Network Study for Ontario (MOHCCN-O),4.304109589041096,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,500
STU00209558,Plan to Thrive: Extending Cancer Survivorship Care Beyond the Clinic,0.36712328767123287,Completed,Observational,Cohort,,Non-Probability Sample,No,No,33
TP-CA-001,Tempus Priority Study: A Pan-tumor Observational Study,10.005479452054795,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,1000
202211038RINA,Microscopy Imaging of Whole-mount Stained Human Tissues,1.9753424657534249,Not yet recruiting,Observational,Case-Control,5 Years,Non-Probability Sample,No,No,250
HREBA.CC-22-0196,LIVInG With chrONic Cancer TrEatments (LONGEVITI) Study,1.515068493150685,Recruiting,Observational,Family-Based,,Non-Probability Sample,No,No,75
AVS4TL - 0921,Avera/Sema4 Oncology and Analytics Protocol,5.167123287671233,Recruiting,Observational,Other,,Probability Sample,No,No,25000
DPM401,Study to Evaluate the Safety of Nanoxel M Inj.,4.873972602739726,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,1498
BR-DTX-OS-401,Docetaxel Ethanol-induced Symptoms; The Incidence and Risk Forecating Factor,1.0383561643835617,Completed,Observational,Cohort,,Non-Probability Sample,No,No,458
APHP190973,Integrated Care Pathway in Oncology (PASSION),2.8602739726027395,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,1800
202100484,Early Ageing During Therapy in AYA Cancer Patients,1.6383561643835616,Recruiting,Observational,Cohort,,Probability Sample,No,No,120
MX-011-219,Project CADENCE (CAncer Detected Early caN be CurEd),2.819178082191781,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,15000
R231-A14057,Implementation and Quality Assurance of DPYD-genotyping in Patients Treated With Fluoropyrimidines.,2.082191780821918,Completed,Observational,Other,6 Months,Non-Probability Sample,No,No,722
FatebenefratelliH,Stress Echo 2030: the Novel ABCDE-(FGLPR) Protocol to Define the Future of Imaging,9.756164383561643,Recruiting,Observational,Case-Only,5 Years,Non-Probability Sample,No,No,10000
ROOT,The Registry of Oncology Outcomes Associated With Testing and Treatment,10.413698630136986,Recruiting,Observational,Cohort,5 Years,Non-Probability Sample,No,No,100000
MYCT001,The PIONEER Initiative: Precision Insights On N-of-1 Ex Vivo Effectiveness Research Based on Individual Tumor Ownership (Precision Oncology),4.980821917808219,Recruiting,Observational,Case-Only,,Non-Probability Sample,No,No,1000
05-2019,Multifactorial Risk Assessment for Breast & Ovarian Cancer Risk Detection,4.66027397260274,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,1200
PN #1082409C,Post Market Clinical Follow-up Study on da Vinci® Robotic-assisted Prophylactic Nipple Sparing Mastectomy With Breast Reconstruction,1.9534246575342469,"Active, not recruiting",Observational,Case-Only,,Non-Probability Sample,No,No,7
2011P002580-207,Safety of TofAcitinib in Routine Care Patients With Rheumatoid Arthritis (STAR-RA)-Cancer Endpoints,1.1835616438356165,Completed,Observational,Cohort,,Non-Probability Sample,Yes,No,105711
FT-003,"Long-term, Non-interventional, Observational Study Following Treatment With Fate Therapeutics FT500 Cellular Immunotherapy",18.487671232876714,Recruiting,Observational,Case-Only,,Non-Probability Sample,Yes,,76
SAHoWMU-CR2021-02-404,Gastric Cancer Marker Detection and Its Kit Development,10.0,Recruiting,Observational,Cohort,1 Day,Probability Sample,No,No,530
200-04,A Tissue Collection Study in Patients Who Respond to Immune Checkpoint Inhibitors to Identify Targets of Tumor-Reactive T Cells.,3.8246575342465756,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,200
01GS,Early Detection of Five Common Cancers Using the ctDNA Analysing Test,1.643835616438356,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,3000
19-110,Minnesota Care Coordination Effectiveness Study,2.547945205479452,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,75000
17-01135,Cascade Testing in Families With Newly Diagnosed Hereditary Breast and Ovarian Cancer Syndrome,6.087671232876712,Recruiting,Observational,Family-Based,,Probability Sample,No,No,300
2019-00134,Vitamin D3 - Omega3 - Home Exercise - HeALTHy Aging and Longevity Cohort,4.098630136986301,Enrolling by invitation,Observational,Cohort,,Non-Probability Sample,No,No,534
19-007,DECIDE: Developing Tools for Lung Cancer Screening Discussion Improvement,3.9452054794520555,Withdrawn,Observational,Cohort,,Probability Sample,No,No,0
2018-01B,Stool Collection Sub-Study of Exact Sciences Protocol 2018-01,1.8438356164383563,Completed,Observational,Cohort,,Non-Probability Sample,No,No,291
IOSI-COVID19-001,A Study on the Immune-response to COVID-19 Vaccination in Cancer Patients - the IOSI-COVID-19-001 Study,2.0657534246575344,Completed,Observational,Case-Only,,Non-Probability Sample,No,No,177
GOG-8030,Cost of Cancer Risk Management in Women at Elevated Genetic Risk for Ovarian Cancer Who Participated on GOG-0199,,Not yet recruiting,Observational,,,Non-Probability Sample,,,2605
18HLGENE03,Evaluation of the Adhesion to the GENEPY Network,1.4191780821917808,Unknown status,Observational,Ecologic or Community,1 Day,Non-Probability Sample,No,No,450
CR108454,A Study of Participants With Advanced Prostate Cancer in Canada,8.246575342465754,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,374
MO19/127559,Tolerance of Anti-Cancer Therapy in the Elderly,2.580821917808219,Recruiting,Observational,Cohort,,Probability Sample,No,No,500
RPCR-breast 01,Accelerated Partial Breast Irradiation (APBI) Using Stereotactic Body Radiation Therapy (SBRT),4.7972602739726025,Recruiting,Observational,Case-Only,5 Years,Non-Probability Sample,No,No,200
WP-2021-03,Assessment of Sarcopenia at Diagnosis for Patients With Previously Untreated Metastatic Cancer or Hematologic Malignancy,2.16986301369863,Not yet recruiting,Observational,Cohort,,Probability Sample,No,No,150
BC 09915,Lymphedema After Gyneco-oncologic Treatment,3.0821917808219177,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,400
7013,MRI in Ductal Carcinoma in Situ (DCIS),0.9315068493150684,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,74
22-200,"InAdvance: Surveillance, Prevention, and Interception in a Population at Risk for Cancer",8.991780821917809,Not yet recruiting,Observational,Cohort,20 Years,Probability Sample,No,No,5000
20172841,The PREDICT Registry for DCIS Patients With DCISionRT Testing,17.687671232876713,Suspended,Observational,Cohort,10 Years,Non-Probability Sample,No,Yes,2500
RC31/18/0440,Abatacept and the Risk of Cancer: a Case Non-case Analysis in VigiBase,0.6027397260273972,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,594226
SDLNOC,Survival Impact of Internal Mammary or Supraclavicular Lymphadenectomy,0.5835616438356165,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,121
2021-1211,Development of an Application-Based Digital Navigator for Perioperative Breast Surgery Patients,1.8383561643835618,Recruiting,Observational,Cohort,,Probability Sample,No,No,40
LSHBSWMBC,Screening of Cancer Through Novel Female Specific Biomarkers,0.6301369863013698,Unknown status,Observational,Case-Control,,Non-Probability Sample,No,Yes,60
1655,Cell-free DNA in Hereditary And High-Risk Malignancies,5.254794520547946,Recruiting,Observational,Cohort,,Probability Sample,No,No,1500
Colorectal Cancer,Colorectal Cancer Awareness in Turkey,0.29041095890410956,Unknown status,Observational,Other,,Non-Probability Sample,No,No,500
1992110-1,Engaging Diverse and Underserved Communities in Cancer Awareness Training and Education,1.9863013698630139,Recruiting,Observational,Other,,Non-Probability Sample,No,No,1500
CSC-20200324,Outcomes of Elective Cancer Surgery During the COVID-19 Pandemic Crisis,0.7561643835616438,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,1000
0029-20-ZIV,Smurf2 Gene Expression in Urinary Tract Tumors,2.0000000000000004,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,50
HKG-KZ-LNG-102,Lung Cancer Screening Using DNA Methylation Changes in Circulated Tumor and PBMC DNA,1.0493150684931507,Terminated,Observational,Case-Control,,Non-Probability Sample,No,No,81
LIFT project,Longitudinal Investigation of Cancer-related Fatigue and Its Treatment (LIFT Project),2.526027397260274,Recruiting,Observational,Cohort,,Probability Sample,No,No,1400
2019-PVSEP,Drugs for the Treatment of Multiple Sclerosis and Risk of Cancer: a Pharmacovigilance Analysis in Vigibase,0.1643835616438356,Unknown status,Observational,Case-Control,,Non-Probability Sample,No,No,200000
002.1,Telegenetics or In-Person Genetic Counselling,3.0,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,150
LIFT,Longitudinal Investigation of Cancer-related Fatigue,6.257534246575342,Withdrawn,Observational,Cohort,,Probability Sample,No,No,0
2767,The Role of Vitamin D in Predicting Response to Neoadjuvant Therapy in Patients With Rectal Cancer,2.9972602739726026,Recruiting,Observational,Cohort,2 Years,Probability Sample,No,No,60
09.2019.1026,Prognostic Value of Body Composition in Lung Cancer,0.4958904109589042,Completed,Observational,Cohort,,Non-Probability Sample,No,No,83
EC/GOVT/24/IRB23,Comprehensive Digital Archive of Cancer Imaging-Radiation Oncology( CHAVI-RO ),2.4986301369863013,Completed,Observational,Case-Only,,Non-Probability Sample,No,No,500
CFTSp195,A Survey Exploring Health and Screening Tests in People Treated for Hodgkin Lymphoma,0.32602739726027397,Completed,Observational,Cohort,,Non-Probability Sample,No,No,165
04/20,Aflibercept or Bevacizumab as Second-line Treatment of RAS Mutated Metastatic Colorectal Cancer,4.002739726027397,Recruiting,Observational,Cohort,,Probability Sample,Yes,No,220
