ID,Title,Start_Date,Completion_Date,Actual_Duration,Status,Study_Type
PROT004,Virtual Trial to Compare Two Digital Therapeutics as Interventions for Physical and Mental Health in People With Cancer,2022-03-10,2022-12-15,280 days,"Active, not recruiting",Interventional
EK 1612/2018,Early Detection of High Grade Ovarian Cancer Using Uterine Lavage EHUD Study and Duplex Sequencing,2018-11-01,2022-06-30,1337 days,Completed,Interventional
202006168,Implementation of the Families Accelerating Cascade Testing Toolkit (FACTT) for Hereditary Breast and Ovarian Cancer and Lynch Syndrome,2021-04-09,2023-10-31,935 days,Recruiting,Interventional
FT-003,"Long-term, Non-interventional, Observational Study Following Treatment With Fate Therapeutics FT500 Cellular Immunotherapy",2019-06-11,2037-12-01,6748 days,Recruiting,Observational
BO41929,A Home-Based Approach Study to Evaluate the Efficacy and Safety of Alectinib in Locally-Advanced or Metastatic ALK-Positive Solid Tumors,2021-05-24,2022-05-16,357 days,Terminated,Interventional
IRB202201399 -N-R,A Multilevel Approach to Connecting Underrepresented Populations to Clinical Trials,2023-01-01,2027-08-31,1703 days,Not yet recruiting,Interventional
FLX475-02,Dose Escalation and Expansion Study of FLX475 Monotherapy and in Combination With Pembrolizumab,2018-09-25,2023-12-01,1893 days,Recruiting,Interventional
2019-A02135-52,Exome Analysis (Complexe vs Simple) to Help the Therapeutic Decision for the Precision Medicine,2020-08-25,2029-09-15,3308 days,Recruiting,Interventional
18-504,Smartphone Technology to Alleviate Malignant Pain (STAMP),2018-11-01,2022-05-01,1277 days,Completed,Interventional
DB-1305-O-1001,First-in-human Study of DB-1305 for Advanced/Metastatic Solid Tumors,2022-07-19,2025-06-30,1077 days,Recruiting,Interventional
TAS0612-101,A Study of TAS0612 in Participants With Advanced or Metastatic Solid Tumor Cancer,2020-10-15,2024-06-01,1325 days,Recruiting,Interventional
IIT2021-07-Atkins-CARMA,Cardiac Aggressive Risk Mitigation in Thoracic Radiotherapy (CARMA) Trial,2022-10-07,2024-08-31,694 days,"Active, not recruiting",Interventional
1948-CL-0101,"A Study of ASP1948, Targeting an Immune Modulatory Receptor as a Single Agent and in Combination With a PD-l Inhibitor (Nivolumab or Pembrolizumab) in Subjects With Advanced Solid Tumors",2018-07-02,2023-06-30,1824 days,"Active, not recruiting",Interventional
CO-338-100,A Study to Evaluate Rucaparib in Patients With Solid Tumors and With Deleterious Mutations in HRR Genes,2019-11-21,2022-07-15,967 days,Terminated,Interventional
STUDY00020629,Identifying and Caring for Individuals With Inherited Cancer Syndrome,2020-03-09,2030-06-10,3745 days,Recruiting,Interventional
E7766-G000-101,Study of Intratumorally Administered Stimulator of Interferon Genes (STING) Agonist E7766 in Participants With Advanced Solid Tumors or Lymphomas - INSTAL-101,2020-02-24,2022-07-26,883 days,Completed,Interventional
NRG-GU006,BIOMARKER TRIAL of APALUTAMIDE and RADIATION for RECURRENT PROSTATE CANCER,2018-04-27,2028-10-31,3840 days,"Active, not recruiting",Interventional
BBI-20201001,A First-in-human Study Using BDC-1001 as a Single Agent and in Combination With Nivolumab in Advanced HER2-Expressing Solid Tumors,2020-02-24,2026-10-31,2441 days,Recruiting,Interventional
ZWI-ZW49-101,A Dose Finding Study of ZW49 in Patients With HER2-Positive Cancers,2019-04-15,2025-08-01,2300 days,Recruiting,Interventional
SAHoWMU-CR2021-02-404,Gastric Cancer Marker Detection and Its Kit Development,2021-01-01,2030-12-30,3650 days,Recruiting,Observational
BVAC-B-P1,Safety and Tolerability Evaluation Study of BVAC-B in Patients With HER2/Neu(Human Epithelial Growth Factor Receptor 2) Positive Gastric Cancer After Failure to Standard Care,2018-02-26,2019-05-13,441 days,Completed,Interventional
IDE397-001,Study of IDE397 in Participants With Solid Tumors Harboring MTAP Deletion,2021-04-14,2024-06-30,1173 days,Recruiting,Interventional
MDK-703-102,A Dose Escalation/Expansion Study of MDK-703 in Patients With Advanced or Metastatic Solid Tumors,2023-02-08,2025-09-01,936 days,Recruiting,Interventional
19-011444,Oral Tamoxifen vs. TamGel vs. Control in Women With Atypical Hyperplasia or Lobular Carcinoma In Situ,2021-07-26,2026-12-31,1984 days,Recruiting,Interventional
ATTCK-34-01,Study of ACTR T Cell Product in Combination With Trastuzumab in Subjects With HER2-Positive Advanced Solid Tumor Cancers,2019-03-13,2020-03-12,365 days,Terminated,Interventional
BDTX-189-01,"A Study of BDTX-189, an Orally Available Allosteric ErbB Inhibitor, in Patients With Advanced Solid Tumors.",2019-12-19,2022-09-16,1002 days,Terminated,Interventional
DB-1310-O-1001,A Study of DB-1310 in Advanced/Metastatic Solid Tumors,2023-04-07,2026-08-31,1242 days,Not yet recruiting,Interventional
NRG-GU009,"Two Studies for Patients With High Risk Prostate Cancer Testing Less Intense Treatment for Patients With a Low Gene Risk Score and Testing a More Intense Treatment for Patients With a High Gene Risk Score, The PREDICT-RT Trial",2020-12-15,2033-12-31,4764 days,Recruiting,Interventional
7101,Womens Knowledges About Gynaecological Aftercare,2018-07-01,2019-07-01,365 days,Unknown status,Observational
17504,A Study of the CD73 Inhibitor LY3475070 Alone or in Combination With Pembrolizumab in Participants With Advanced Cancer,2020-01-16,2022-06-20,886 days,Completed,Interventional
DGD-44-065,Effect on Body Movement and Mental Skills in Patients Who Received Gadolinium-based Contrast Media for Magnetic Resonance Examination Multiple Times Within 5 Years,2021-03-24,2028-12-31,2839 days,Recruiting,Interventional
22-OBU-SH-CA-II-019,Camrelizumab Combined With Bevacizumab and HAIC in Patients With Metastatic Liver Cancer Who Failed Standard Therapy,2022-12-01,2024-10-01,670 days,Not yet recruiting,Interventional
20220586-01H,Reexamining Her Cardiovascular Risk - Ottawa WomeNs Longitudinal Cohort Study,2023-04-17,2024-05-24,403 days,Not yet recruiting,Interventional
D8532C00004,"Study to Assess the Effect of Co-Administration of AZD9833 on the Pharmacokinetics of Midazolam, of Omeprazole, of Celecoxib and of Dabigatran Etexilate in Healthy Postmenopausal Female Volunteers",2022-06-13,2022-12-13,183 days,Completed,Interventional
CLIN-17-008,Study of the Safety and Effectiveness of Motiva Implants®,2018-04-06,2033-02-28,5442 days,"Active, not recruiting",Interventional
200-04,A Tissue Collection Study in Patients Who Respond to Immune Checkpoint Inhibitors to Identify Targets of Tumor-Reactive T Cells.,2021-02-26,2024-12-23,1396 days,Recruiting,Observational
Ad-p53-002,Safety and Efficacy of p53 Gene Therapy Combined With Immune Checkpoint Inhibitors in Solid Tumors.,2018-10-01,2022-12-31,1552 days,Unknown status,Interventional
TUMAGNOSTIC(CP506-001),Phase 1/2 Clinical Trial of CP-506 (HAP) in Monotherapy or With Carboplatin or ICI,2023-04-01,2026-05-01,1126 days,Not yet recruiting,Interventional
20210104,A Study Evaluating Bemarituzumab in Solid Tumors With Fibroblast Growth Factor Receptor 2b (FGFR2b) Overexpression,2022-09-23,2026-07-28,1404 days,Recruiting,Interventional
01GS,Early Detection of Five Common Cancers Using the ctDNA Analysing Test,2022-04-10,2023-12-01,600 days,Recruiting,Observational
217228,First-Time-in-Human Study of GSK4381562 in Participants With Advanced Solid Tumors,2022-03-22,2025-12-29,1378 days,Recruiting,Interventional
CBP-1019-101,A Study of Bi-Ligand-Drug Conjugate CBP-1019 in Patients With Advanced Solid Tumors,2023-03-14,2025-09-30,931 days,"Active, not recruiting",Interventional
FT516-102,FT516 in Combination With Monoclonal Antibodies in Advanced Solid Tumors,2020-09-07,2023-01-27,872 days,Completed,Interventional
19-110,Minnesota Care Coordination Effectiveness Study,2021-06-14,2023-12-31,930 days,"Active, not recruiting",Observational
IMC-F106C-101,Safety and Efficacy of IMC-F106C as a Single Agent and in Combination With Checkpoint Inhibitors,2020-02-25,2026-02-01,2168 days,Recruiting,Interventional
TK-Onko,Evaluation of a Oncology Day Care Unit Programme With Two Different Focuses,2020-07-14,2022-05-01,656 days,Completed,Interventional
Pro00103812,Neoadjuvant Immunotherapy in Brain Metastases,2020-11-04,2021-06-17,225 days,Terminated,Interventional
17894,Taking Time to Connect: A Study of Programs for Hispanic Mothers Diagnosed With Cancer and Their Children,2019-04-16,2022-09-30,1263 days,Completed,Interventional
M19-345,"Study to Determine the Safety, Tolerability, Pharmacokinetics and Recommended Phase 2 Dose (RP2D) of ABBV-151 as a Single Agent and in Combination With ABBV-181 in Participants With Locally Advanced or Metastatic Solid Tumors",2019-02-21,2024-04-11,1876 days,Recruiting,Interventional
21-00072,Effect of Postoperative Single Dose of Ketamine on Pain After Mastectomy,2021-04-26,2022-03-29,337 days,Completed,Interventional
20246,"Study to Learn the Effect of Drug BAY1817080 on the Way the Body Absorbs, Distributes and Excretes Another Drug Rosuvastatin in Healthy Adult Participants",2020-03-02,2020-12-07,280 days,Completed,Interventional
UW21090,The Effect of Surgeon Emotional Support on Treatment Choice for Low-risk Thyroid Cancer,2021-11-17,2023-02-07,447 days,Completed,Interventional
18-222,GENetic Education Risk Assessment and TEsting Study,2019-05-08,2027-12-31,3159 days,"Active, not recruiting",Interventional
4830-001,Study of MK-4830 as Monotherapy and in Combination With Pembrolizumab (MK-3475) in Participants With Advanced Solid Tumors (MK-4830-001),2018-07-11,2025-11-04,2673 days,Recruiting,Interventional
2020-002766-14,Basket Trial Exploring the Efficacy and Safety of the Combination of Niraparib and Dostarlimab,2021-04-07,2027-03-01,2154 days,Recruiting,Interventional
17-01135,Cascade Testing in Families With Newly Diagnosed Hereditary Breast and Ovarian Cancer Syndrome,2019-03-01,2025-03-31,2222 days,Recruiting,Observational
2019-00134,Vitamin D3 - Omega3 - Home Exercise - HeALTHy Aging and Longevity Cohort,2019-11-26,2023-12-31,1496 days,Enrolling by invitation,Observational
AG0315OG/CTC0140,RegoNivo vs Standard of Care Chemotherapy in AGOC,2021-06-01,2026-06-01,1826 days,Recruiting,Interventional
63646,Comparative Effectiveness Trial of Two Supportive Cancer Care Delivery Models for Adults With Cancer,2022-06-24,2026-10-15,1574 days,Recruiting,Interventional
19-007,DECIDE: Developing Tools for Lung Cancer Screening Discussion Improvement,2019-03-22,2023-03-01,1440 days,Withdrawn,Observational
2018-01B,Stool Collection Sub-Study of Exact Sciences Protocol 2018-01,2020-07-21,2022-05-25,673 days,Completed,Observational
201617079.3,Accelerated Hypofractionated Whole Breast Irradiation Plus Sequential Boost Versus Concomitant Boost Following BCS,2018-06-01,2021-06-30,1125 days,Unknown status,Interventional
IOSI-COVID19-001,A Study on the Immune-response to COVID-19 Vaccination in Cancer Patients - the IOSI-COVID-19-001 Study,2021-02-25,2023-03-21,754 days,Completed,Observational
C4221015,A Study of Encorafenib Plus Cetuximab With or Without Chemotherapy in People With Previously Untreated Metastatic Colorectal Cancer,2020-12-21,2026-11-15,2155 days,Recruiting,Interventional
ARRAY-818-202,An Open-label Study of Encorafenib + Binimetinib in Patients With BRAFV600-mutant Non-small Cell Lung Cancer,2019-06-04,2024-06-30,1853 days,"Active, not recruiting",Interventional
0482-001,A Study of MK-0482 as Monotherapy and in Combination With Pembrolizumab (MK-3475) in Participants With Advanced Solid Tumors (MK-0482-001),2019-06-19,2025-02-19,2072 days,Recruiting,Interventional
03.CP.0.3,Study to Evaluate VORTX Rx (Theresa),2018-03-21,2019-07-17,483 days,Completed,Interventional
GO42144,"A Study to Evaluate the Safety, Pharmacokinetics, and Activity of GDC-6036 Alone or in Combination in Participants With Advanced or Metastatic Solid Tumors With a KRAS G12C Mutation",2020-07-29,2024-11-30,1585 days,Recruiting,Interventional
Ordu55,Nutrition Education and Quality of Life in Cancer Cachexia,2022-03-01,2023-01-01,306 days,Not yet recruiting,Interventional
ORDU551,"Slimming Myokines, Cancers,Nutritional and Psychology Support",2022-08-01,2024-08-01,731 days,Not yet recruiting,Interventional
ONO-4059-09,Study of Tirabrutinib (ONO-4059) in Patients With Primary Central Nervous System Lymphoma (PROSPECT Study),2021-12-29,2026-07-01,1645 days,Recruiting,Interventional
19741,"Study to Test How Well Patients With Advanced Solid Tumors Respond to Treatment With the Elimusertib in Combination With Pembrolizumab, to Find the Optimal Dose for Patients, How the Drug is Tolerated and the Way the Body Absorbs, Distributes and Discharges the Drug",2019-09-30,2023-04-11,1289 days,"Active, not recruiting",Interventional
GOG-8030,Cost of Cancer Risk Management in Women at Elevated Genetic Risk for Ovarian Cancer Who Participated on GOG-0199,2100-01-01,,,Not yet recruiting,Observational
JTX-8064-101,"Study of JTX 8064, as Monotherapy and in Combination With a PD-1 Inhibitor, in Adult Subjects With Advanced Refractory Solid Tumors",2021-01-12,2024-01-01,1084 days,"Active, not recruiting",Interventional
IBC0966-I/IIa,Clinical Trial of IBC0966 in Patients With Advanced Malignant Tumors,2021-08-31,2025-12-01,1553 days,Recruiting,Interventional
"019/026/ICI, CEI/1330/18",Effect of Two Cognitive-Behavioral Interventions on Cervical Cancer Patients,2020-03-02,2022-02-15,715 days,Unknown status,Interventional
LCH-112020,Subzero and Scorpion Trial,2020-11-16,2023-09-01,1019 days,Recruiting,Interventional
HP-00070946,Exercise Effect on Chemotherapy-Induced Neuropathic Pain,2018-03-01,2023-06-01,1918 days,"Active, not recruiting",Interventional
18HLGENE03,Evaluation of the Adhesion to the GENEPY Network,2019-08-01,2020-12-31,518 days,Unknown status,Observational
FGCL-4592-898,A Study to Evaluate the Efficacy and Safety of Roxadustat for the Treatment of Anemia in Participants Receiving Chemotherapy Treatment for Non-Myeloid Malignancies,2022-03-16,2023-05-12,422 days,Recruiting,Interventional
2000034075,Buprenorphine Integration Research and Community Health,2023-01-24,2026-05-31,1223 days,Recruiting,Interventional
CR108454,A Study of Participants With Advanced Prostate Cancer in Canada,2018-04-12,2026-07-09,3010 days,"Active, not recruiting",Observational
APHP180586,Evaluating Effectiveness of a Communication Facilitator : A Randomized Trial,2020-01-01,2021-06-01,517 days,Unknown status,Interventional
NCI-2020-07841,Testing the Combination of DS-8201a and Olaparib in HER2-Expressing Cancers With Expansion in Patients With Endometrial Cancer,2021-01-04,2024-06-30,1273 days,Recruiting,Interventional
S60857,FUlvestrant in Gynecological Cancers That Are Potentially Hormone Sensitive: the FUCHSia Study,2019-03-13,2025-12-31,2485 days,Recruiting,Interventional
MO19/127559,Tolerance of Anti-Cancer Therapy in the Elderly,2020-11-01,2023-06-01,942 days,Recruiting,Observational
RPCR-breast 01,Accelerated Partial Breast Irradiation (APBI) Using Stereotactic Body Radiation Therapy (SBRT),2022-08-15,2027-06-01,1751 days,Recruiting,Observational
T30-0002,Evaluation of Viatar™ Oncopheresis System in Removing CTC From Whole Blood,2018-09-01,2019-05-01,242 days,Unknown status,Interventional
WP-2021-03,Assessment of Sarcopenia at Diagnosis for Patients With Previously Untreated Metastatic Cancer or Hematologic Malignancy,2022-06-01,2024-08-01,792 days,Not yet recruiting,Observational
CAMH2_1001,"A Study to Evaluate Safety, Tolerability, Dosimetry, and Preliminary Efficacy of the HER2 Directed Radioligand CAM-H2 in Patients With Advanced/Metastatic HER2-Positive Breast, Gastric, and Gastro-Esophageal Junction (GEJ) Cancer",2021-09-14,2025-01-17,1221 days,Recruiting,Interventional
CIRB Ref. No: 2019/2135,Health-related Quality of Life-intervention in Survivors of Breast and Other Cancers Experiencing Cancer-related Fatigue Using Traditional Chinese Medicine: The HERBAL Trial,2019-10-24,2022-06-09,959 days,Unknown status,Interventional
Nigeria World Cancer Walk 2022,"Step up to Health, Nigeria! Impact of 2022 World Cancer Day Walk on Health Behaviors Among Nigerians",2022-02-05,2022-02-05,0 days,Not yet recruiting,Interventional
NRG-HN010,"Testing the Use of Ado-Trastuzumab Emtansine Compared to the Usual Treatment (Chemotherapy With Docetaxel Plus Trastuzumab) for Recurrent, Metastatic, or Unresectable HER2-Positive Salivary Gland Cancer",2022-09-30,2028-07-31,2131 days,Recruiting,Interventional
D081SC00001Sub,Study on Olaparib Plus Abiraterone as First-line Therapy in Men With Metastatic Castration-resistant Prostate Cancer (China Cohort),2021-06-24,2026-03-31,1741 days,"Active, not recruiting",Interventional
FatebenefratelliH,Stress Echo 2030: the Novel ABCDE-(FGLPR) Protocol to Define the Future of Imaging,2021-04-01,2030-12-31,3561 days,Recruiting,Observational
