ID,title,actual_duration,status,study_type,fda_regulated_drug,fda_regulated_device,responsible_party,enrollment_count
N201810002,Spirulina (FEM-102) Supplement to Chronic Hepatitis B Patients,1.0904109589041096,Completed,Interventional,No,No,Sponsor,75
MastoVit150,Possibilities of Phytomedicine in Monotherapy of Benign Breast Diseases,2.4136986301369863,Completed,Interventional,No,No,Sponsor-Investigator,150
OCOG-2021-ELISA,Prospective Evaluation of Breast-Conserving Surgery Alone in Low-Risk Ductal Carcinoma in Situ (DCIS),12.526027397260274,Recruiting,Observational,No,No,Sponsor,526
CASE1219,Incomplete Follow Up After Positive FIT or Stool DNA Testing: A Multimethod Approach,5.254794520547946,Recruiting,Interventional,No,No,Sponsor,30
CHIRCOLREC-IPC 2018-017,Prospective Database for Colonic or Rectal Resection Surgery Patients,50.78630136986301,Not yet recruiting,Observational,No,No,Sponsor,1000
RELI/19/Der-Rdt/001,Efficacy and Tolerability Evaluation of a Topical MD Based on SHBF in Management of Radiodermatitis.,2.2904109589041095,Completed,Interventional,No,No,Sponsor,70
GS-US-467-5643,"Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of GS-9716 as Monotherapy and in Combination With Anticancer Therapies in Adults With Solid Malignancies",6.63013698630137,Recruiting,Interventional,Yes,No,Sponsor,205
PRO00031416,Men Moving Forward: A Lifestyle Program for African-American Prostate Cancer Survivors,4.082191780821918,Recruiting,Interventional,No,No,Principal Investigator,200
7635,Cannabinoids for Taxane Induced Peripheral Neuropathy,1.997260273972603,Terminated,Interventional,Yes,No,Principal Investigator,12
VAC for HPV,Video-Assisted Counseling for HPV Vaccination,0.8328767123287671,Unknown status,Interventional,No,No,Principal Investigator,70
ONCB-006-19F,Leucoselect Phytosome for Neoadjuvant Treatment of Early Stage Lung Cancer,3.747945205479452,Not yet recruiting,Interventional,Yes,No,Sponsor,30
70781,Novel Precision Medicine Approach to Treatment of Osteoporosis Based on Bone Turnover,4.449315068493151,Recruiting,Interventional,Yes,No,Sponsor-Investigator,60
1407426,Family History Study on Cancer Risk,5.16986301369863,Recruiting,Interventional,No,No,Sponsor,18000
PRS-343-PCS_08_18,PRS-343 in Combination With Atezolizumab in HER2-Positive Solid Tumors,2.863013698630137,Unknown status,Interventional,Yes,No,Sponsor,45
NL72939.078.20,Bilateral Prophylactic Mastectomy; Should we Preserve the Pectoral Fascia?,1.9150684931506852,Recruiting,Interventional,No,No,Principal Investigator,21
HCI105691,Fatigue Interventions in Cancer (Exercise Intervention),4.934246575342466,"Active, not recruiting",Interventional,No,No,Sponsor,126
49/20 b,Breast Reconstruction in Previously Irradiated Breast,0.6383561643835617,Completed,Observational,No,No,Principal Investigator,2150
AP2007-50104,Comparison of Duloxetine Versus Pregabalin,0.27945205479452057,Unknown status,Interventional,No,No,Principal Investigator,70
PRO00032593,Virtual Reality Education Program to Reduce Anxiety During Radiation Therapy,0.673972602739726,Terminated,Interventional,No,No,Principal Investigator,28
H00020209,Dotarem vs Gadobutrol Contrast for Breast MRI,2.9972602739726026,Recruiting,Interventional,Yes,No,Principal Investigator,258
ROR2103,"Evaluating Patient Reported Outcomes in Radiation Therapy, The PRO-RT Study",1.83013698630137,Recruiting,Observational,No,No,Sponsor,150
BG01-2002,Clinical Study of Utidelone Injection in Patients With Advanced or Metastatic Solid Tumors,2.936986301369863,Recruiting,Interventional,No,No,Sponsor,120
Rhomboid,Analgesic Effects of Rhomboid Block,2.221917808219178,Recruiting,Interventional,No,No,Principal Investigator,72
KY-2021-012,A Real-World Study of Pyrotinib Maleate in the Treatment of Advanced/Metastatic Non-Small Cell Lung Cancer With Rare Mutations in HER2,2.506849315068493,Not yet recruiting,Observational,No,No,Principal Investigator,15
49/20,Adjuvant Radiotherapys Effect on One and Two Stages Prosthetic Breast Reconstruction and on Autologous Reconstruction,0.6383561643835617,Completed,Observational,No,No,Principal Investigator,3200
GC101 TIL-ST-01,A Phase I Study on Autologous Tumor Infiltrating Lymphocytes Injection (GC101 TIL) for the Treatment of Advanced Malignant Solid Tumors,2.7534246575342465,Recruiting,Interventional,No,No,Sponsor,60
IM014-032,Study to Assess the Effect of Branebrutinib on the Drug Levels of Rosuvastatin in Healthy Participants,0.2328767123287671,Completed,Interventional,Yes,No,Sponsor,22
CEEGOG EX-02,Tracers for Endometrial Cancer Sentinel Node Labeling,3.0,Recruiting,Interventional,No,No,Principal Investigator,83
93 /1801/2021,Lifting Effect on Recovery After Mastectomy,2.252054794520548,Not yet recruiting,Interventional,No,No,Sponsor-Investigator,50
2020-3627-1407,"SSI Rates in Patients Undergoing Mastectomy Without Reconstruction- A Multicenter, Double-blinded RCT.",2.164383561643836,Unknown status,Interventional,No,No,Principal Investigator,384
OTH267,Iraqi Trial for Lung Cancer Screening,3.835616438356165,Unknown status,Interventional,No,No,Sponsor,500
Pro00054854,The Gut Microbiome and Immune Checkpoint Inhibitor Therapy in Solid Tumors,6.816438356164384,Recruiting,Observational,No,No,Sponsor,800
MF 22-02,Idiopathic Granulomatous Mastitis Combination Therapy,1.378082191780822,Recruiting,Interventional,No,No,Principal Investigator,150
2019-0989,Trastuzumab Biosimilar (Samfenet®) Plus Treatment of Physicians Choice (TPC) in Patients With HER2-positive Solid Tumor,0.0,Unknown status,Interventional,No,No,Sponsor-Investigator,42
UCSD IIT 150729,Histology-Independent Study of Palbociclib in Patients With Advanced Cancer,5.5917808219178085,Withdrawn,Interventional,Yes,No,Sponsor-Investigator,0
P.T.REC/012/003464,Impact of Scapular Mobilization And Strengthening Exercises on Shoulder Function Post Mastectomy,0.547945205479452,Completed,Interventional,No,No,Principal Investigator,40
GCT1047-01,GEN1047 for Solid Tumors - First in Human (FIH) Trial,3.665753424657534,Recruiting,Interventional,Yes,No,Sponsor,500
BPX603-201A,Safety and Activity Study of HER2-Targeted Dual Switch CAR-T Cells (BPX-603) in Subjects With HER2-Positive Solid Tumors,6.073972602739726,Suspended,Interventional,Yes,No,Sponsor,220
KEEP-G 07,Disitamab Vedotin Combined With Tislelizumab in Advanced HER2 Positive Colorectal Cancer,2.9178082191780823,Recruiting,Interventional,No,No,Sponsor,29
2021-0611,"Phase II Study of Pembrolizumab in Combination With Lenvatinib in Patients With TNBC, NSCLC, and Other Tumor Types and Brain Metastases",3.276712328767123,Recruiting,Interventional,Yes,No,Sponsor,104
13022260-300-180785,Effect of Exercise in the Management of Peripheral Neuropathy,2.66027397260274,"Active, not recruiting",Interventional,No,No,Principal Investigator,60
INCB 123667-101,Study of INCB123667 in Subjects With Advanced Solid Tumors,4.07123287671233,Recruiting,Interventional,Yes,No,Sponsor,155
ICO-2020-19,Clinico-biological Data Collection Study of Metastatic Lung Cancer,8.476712328767125,"Active, not recruiting",Interventional,No,No,Sponsor,200
CRUKD/21/004- Treatment Arm 4,"DETERMINE Trial Treatment Arm 4: Trastuzumab in Combination With Pertuzumab in Adult, Teenage/Young Adult and Paediatric Patients With Cancers With HER2 Amplification or Activating Mutations",6.575342465753424,Recruiting,Interventional,No,No,Sponsor,30
2019-A03336-51,Evaluation of Hypnosis in Virtual Reality on the Anxiety of Patients With Metastatic Prostate Cancer Over Chemotherapy,3.175342465753425,Recruiting,Interventional,No,No,Sponsor,60
09.2020.125,Efect of Erector Spina Plane Block on Mastectomy,0.3178082191780822,Completed,Interventional,No,No,Principal Investigator,42
ANAE-341-19,Improving Tissue Oxygenation in Breast Reconstruction Surgery,4.391780821917808,Recruiting,Interventional,No,No,Principal Investigator,40
01-2/141 27,Passive Microwave Radiometry (MWR) and AI for COVID-19 Complications Early Diagnostics of Lungs,0.08493150684931507,Completed,Interventional,No,No,Principal Investigator,195
KF2019#1,KF2019#1-trial: Effects of a Thrombocyte Inhibitor on a Cholesterol-lowering Drug,0.6410958904109589,Recruiting,Interventional,No,No,Principal Investigator,10
Vein-project,Training of Arms to Reduce Pain With Peripheral Venous Catheter,2.841095890410959,Recruiting,Interventional,No,No,Sponsor,84
thoracic sympathectomy,Radiofrequency Thoracic Sympathectomy for Chronic Postmastectomy Pain; Randomized Placebo Controlled Study,1.7534246575342465,Completed,Interventional,No,No,Principal Investigator,70
20-240,Stereotactic Brain-directed Radiation With or Without Aguix Gadolinium-Based Nanoparticles in Brain Metastases,4.383561643835616,Recruiting,Interventional,Yes,No,Principal Investigator,134
Debio 1143-106,Study to Assess Safety and Efficacy of the Second Mitochondrial-derived Activator of Caspases (SMAC) Mimetic Debio 1143,2.9972602739726026,Completed,Interventional,Yes,No,Sponsor,46
457,Diagnostic Value of Bronchoscopic and Thoracoscopic Frozen Section Biopsies in Patients With Pleuropulmonary Tumors,1.5424657534246575,Not yet recruiting,Interventional,No,No,Principal Investigator,96
D8410C00001,Study of AZD9574 as Monotherapy and in Combination With Anti-cancer Agents in Participants With Advanced Solid Malignancies,3.4027397260273973,Recruiting,Interventional,Yes,No,Sponsor,195
229510,Combination Therapy in Cancers With Mutations in DNA Repair Genes,4.7534246575342465,Not yet recruiting,Interventional,Yes,No,Principal Investigator,24
034-2020,Radiomic Analysis for Predicting Treatment Response and Clinical Outcomes in Malignancies,5.0,"Active, not recruiting",Observational,No,No,Principal Investigator,1200
38RC17.291,EssaiClinique_CBSM,1.4191780821917808,Terminated,Observational,No,No,Sponsor,25
Estim Breast,Electrical Stimulation for Improving Postoperative Breast Sensation,2.16986301369863,Not yet recruiting,Interventional,No,No,Sponsor,30
YS-RVON-001,Dose Escalation and Cohort Expansion Study of YS-ON-001 in Patients With Advanced Solid Tumors,1.8794520547945206,Recruiting,Interventional,No,No,Sponsor,41
228-17-EP,Chemotherapy-Related Changes in Neurocognitive Function and Symptoms in Colorectal Cancer Patients: A Pilot Study,2.8438356164383563,Completed,Observational,No,No,Principal Investigator,40
RG1006143,Support Program for Adoption of Cancer Screening Interventions at a Rural Community-Based Organization,1.6136986301369862,Completed,Interventional,No,No,Sponsor,35
ZL-2306-914,Niraparib Monotherapy as Maintain and Recurrent Treatment of Endometrial Serous Carcinoma,2.4904109589041097,Recruiting,Interventional,No,No,Principal Investigator,83
2019-8890,Clinical Evaluation of CEM-guided Biopsy,1.997260273972603,Completed,Observational,No,Yes,Sponsor,66
2021-KY-073,The Efficacy of Hyperthermic Intraperitoneal Chemotherapy to Ovarian Cancer Patients With Homologous Recombination Repair Defect and Residual: a Prospective Cohort Study,2.9972602739726026,Recruiting,Observational,No,No,Sponsor,310
SNK01-102,Safety and Preliminary Efficacy of SNK01 in Combination With Trastuzumab or Cetuximab in Subjects With Advanced HER2 or EGFR Cancers,1.923287671232877,Withdrawn,Interventional,Yes,No,Sponsor,0
C4551001,Study of PF-07248144 in Advanced or Metastatic Solid Tumors,5.980821917808219,Recruiting,Interventional,Yes,No,Sponsor,186
ONT-380-011,Effects of Tucatinib on Cardiac Repolarization in Healthy Participants,0.26027397260273977,Completed,Interventional,Yes,No,Sponsor,55
KCSG-ST18-20,AZD8186 and Paclitaxel in Advanced Gastric Cancer,3.6356164383561644,Unknown status,Interventional,No,No,Principal Investigator,49
HCC 20-117,GIST and Memory and Attention Adaptation Training,3.3863013698630136,Recruiting,Interventional,No,No,Principal Investigator,30
EXGEFATU,"Diagnostic Value of Exome/ Genome Sequencing, Conventional Methods in Rare Diseases and Familial Tumor Syndromes",2.6164383561643834,Recruiting,Observational,No,No,Sponsor,12000
HEM-ONCO-013,CD276-targeted Chimeric Antigen Receptor T Cells in Treatment With Advanced Pancreatic Cancer,3.0027397260273974,Recruiting,Interventional,No,No,Principal Investigator,10
FESPET,FESPET Study: Female EStrogen recePtor in Endometrial Cancer Treatment,1.9178082191780825,Unknown status,Observational,No,No,Sponsor,40
22-501,Pathways to Advance Targeted and Helpful Serious Illness Conversations (PATH-SIC),3.0931506849315067,Enrolling by invitation,Interventional,No,No,Principal Investigator,800
STUDY00002021,Study of Sulphoraphane in Chronic Kidney Disease,1.5835616438356164,Recruiting,Interventional,Yes,No,Principal Investigator,24
OLATRA,Olaparib After Response to Trabectedin-pegylated Liposomal Doxorubicin in Recurrent Ovarian Carcinoma,4.101369863013699,Completed,Interventional,No,No,Sponsor,9
ELVN-002-001,ELVN-002 in HER2 Mutant Non-Small Cell Lung Cancer,3.2849315068493152,Recruiting,Interventional,Yes,No,Sponsor,178
FN-1501-UP1,A Phase 1 Study to Evaluate FN-1501 Monotherapy in Patients With Advanced Solid Tumors and R/R AML,3.558904109589041,Terminated,Interventional,Yes,No,Sponsor,67
ILYAD1_2019,Initiative in LYon for Lung cAncer Screening Development - Prevalence Study,0.2054794520547945,Completed,Observational,No,No,Sponsor,4595
RBN-2397-19-001,"Phase 1 Study of RBN-2397, an Oral PARP7 Inhibitor, in Patients With Solid Tumors",4.000000000000001,Recruiting,Interventional,Yes,No,Sponsor,130
STUDY00000334,Efficacy of Paxman Scalp Cooling to Prevent Chemo Induced Alopecia in Black Patients With Breast or GYN Cancers,1.3287671232876712,Completed,Interventional,No,Yes,Principal Investigator,15
OPT-IN Research Protocol,"Real World Treatment Experience of Patients With Breast, Lung, or GI Cancer or Multiple Myeloma Using Remote Symptom Monitoring",1.167123287671233,Recruiting,Interventional,No,No,Sponsor,100
2017-A02018-45,OncoSNIPE - Study of Molecular Profiles Associated With the Development of Resistance in Solid Cancer Patients,5.232876712328767,Unknown status,Interventional,No,No,Sponsor,600
CX-5461-04,"Study of CX-5461 in Patients With Solid Tumours and BRCA1/2, PALB2 or Homologous Recombination Deficiency (HRD) Mutation",2.7315068493150685,Recruiting,Interventional,Yes,No,Sponsor,52
919/2020/Oss/IOR,"Dietary Habits, Metabolome, Immune Profile and Microbiota in Patients With Bone Sarcoma",3.8136986301369866,Recruiting,Observational,No,No,Principal Investigator,810
MC16C2,Ginseng in Decreasing Cancer-Related Fatigue After Treatment in Cancer Survivors,1.9835616438356167,Completed,Interventional,Yes,No,Sponsor,2
NL75863.068.21,Magtrial: Magtrace® as Tracer for Sentinel Lymph Node Detection in Early Stage Epithelial Ovarian Cancer,2.336986301369863,Not yet recruiting,Interventional,No,No,Sponsor,10
20-009,Pre-consultation Compassion Among Patients Referred to a Cancer Center,1.167123287671233,Recruiting,Interventional,No,No,Principal Investigator,470
PUMCH-NM-11/041,68Ga-P15-041 and 68Ga-PSMA-11 PET/CT Imaging in the Same Group of Prostate Bone Metastasis,1.082191780821918,Recruiting,Interventional,No,No,Sponsor,30
ISU104-001,"Study of ISU104, Targeting ERBB3 in Patients With Advanced Solid Tumors",3.682191780821918,"Active, not recruiting",Interventional,No,No,Sponsor,33
SLNB,Sentinel Lymph Node Biopsy in Rectal Cancer,2.589041095890411,Not yet recruiting,Interventional,No,No,Principal Investigator,87
BR/2019/487,Binaural Music Study,0.21095890410958903,Completed,Interventional,No,No,Sponsor,57
ATADEK/2022.11,Genital Laser Treatment in Postmenopausal Patients,1.0000000000000002,Not yet recruiting,Interventional,No,No,Principal Investigator,1
60116787-020/34123,Effect on Adaptation to Cancer of Mobile Application Developed for Gynecological Cancer Patients,0.4191780821917808,Completed,Interventional,No,No,Principal Investigator,64
BARBEN 2020,Impact of Age and Geriatric Co-morbidities on Lymphocyte Phenotype in Patients 70 Years of Age and Older,0.0,Withdrawn,Observational,No,No,Sponsor,0
CHUB-Hystocor,Compare the Performance of Targeted Biopsy Versus Aspiration Biopsy With a Pipette for the Diagnosis of Endometrial Cancer,1.6465753424657534,Withdrawn,Interventional,No,No,Principal Investigator,0
